lyrics,label
"you 
But fifteen seconds later they were clappin too 
Then what did you do Do 
Did you leave her house in the middle of the night Oh 
Did you wish you put up more of a fight oh 
When she said it was too much 
Do you wish you had me grin 
Well I did so I smiled and I melted like a child 
Now every breath of air I breathe reminds me of then 
And I lived and I learned 
And found out what it was to turn around ",1
"why we had to say goodbye like the back of my ha 

Say my name and everything just stops 
I do want to turn around 
Because Im not scared 
Of what love gave me and took away 
And I do think we can solve 
You made a really deep cut 
And baby now we got bad blood hey 
Now we got problems 
And I do want you like a best friend 
Only bought this dress so you could take it off 
Take it off ha ha 

",1
"na sit down Im calling you out 
Right now 

you a heartbreaker and she a little drama queen 
I a little over it and she still not me 
So long and back to reality 
But this song for you and your drama queen 

As I was thinkin you 
Your face jumped right in my way 
Youre the last thing I needed today 

And I go back to December turn around and change my own mind 
I go back to December turn around and change my own mind ",1
"relevant 
You terrified to look down 
if you dare you see the glare 
Of everyone you burned just to get there 
It coming back around 

I wish I could be 
She better hold him tight give him all her love 
Look in those beautiful eyes and know she lucky 

He the reason for the teardrops on my guitar 
The only one who got enough of me to break my heart 
Each time i try movin on oh 
You do have to call Anymore 
Oh Yeah 
",1
"talk straight 
Ca think about anything but the way 
It should be 
It could be love 
We could be a beautiful miracle unbelievable 
Instead of just invisible 
Oh yeah 

I feel 
The lavender haze creeping up on me 
Surreal 
I damned if I do give a damn what people say 
No deal No deal 
The shit they want from me 
I say I love you too yeah I love you 

Oh that what I learned from you oh y 
Keep your eyes open ",1
"red and faking smiles 
Are we only biding time I lose your attention 
And someone else lights up the room Ah 
People love an ingnue Ah 

I wan na be somewhere where you are 
I wan na be your end game end game 

Big reputation big reputation 
Ooh you and me would be a big conversation ah 
And I heard about you ooh 
You like the bad ones too 
I hit you like bang we tried to forget it but we just could 
And I bury hatchets ",1
"
Walkin with his head down 
I the one who understands you 
Been here all along so why ca you see 
You belong with me 

But now that we done and it over 
I bet it never ever occurred to you 
That I cant say hello to you and risk another goodbye 

And I chose you 
The one I was dancing with 
In New York be here 
But you in London and I break down 
it not fair that you not around 

This is the ",1
"though we boarded them up 
Chandelier still flickering here 
Cause I ca pretend it okay when it not 
No it not 
It death by a thousand cuts 

My heart my mind and numbers have changed 
You might as well forget my name 
So here you are at my window 
Guess nobody told you 
I dont need you now 
Read letters that I wrote on the wall 
And the message that I left when I called 

So here you are two steps ahead and staying on guard ",1
"freedom I never trust a playboy but they love me 
So go and tell your friends that I obsessive and crazy 
That fine you wo mind if I say 
By the way 
By the way 

I hate that stupid old pickup truck you never let me drive 
You a redneck heartbreak who really bad at lyin 
So watch me strike a match on all my wasted time 
In case you have heard 
I really really hate that stupid old pickup truck you never let me drive 
You a redneck ",1
"
At the restaurant when I was still the one you want 
in the dim light everything was just right 
I know it will be a sweet memory 
For you and me someday 
What do you say 
We go walking down the river all together 
It a warm May beautiful day 
And something reminds you you wish you had me grin 
Well I did so I smiled and I melted like a child 
Now every breath of air I breathe reminds me of then 
And I lived in your chess ",1
"I was too young to be messed with 
The girl in the dress cried the whole way home 
Dear John I see it all now that you gone 
Do you think nineteen too young 
To be played by your dark twisted games when I loved you so 
Back before you lost the one real thing you ever known 
It was rare you remember it All too well 
Wind in my hair I was there I was there 
Sacred prayer I was there I was there 
I remember it all too well ",1
"I in this dream 
It like a million little stars spelling out your name 
You got to come on come on oh come on come on oh come on come on 
In the middle of the night 
It like I can feel time movin 
How can a person know everything at eighteen 
But nothin at 
And will you still want me 
Will you kiss me on the porch 
In front of everyone you know 
And what once was ours is no one now 
I see you every day now ",1
"Got the wine for you 

I drunk in the back of your mind 
I should be asking myself why 
You should be begging for forgiveness at my feet 
You should said no 
Baby and you might still have me 

You the only thing I know like the back of my hand 
But I just miss you and I just wish you were a better ma 
Now we got problems 
And I do know why but with you I dance 
In a storm in my best dress fearless 
",1
"time I see him walking down the streets in his old white I always remember 
This time that was as beautiful as sunshine oh 

He says he does believe anything much he hears these days 
He says Why fall in love just so you can watch it go away 
So look at you and look at me 
Heaven looked down to see 
We falling now 
And there nothing we ai too sure of 
Just two kids making up for lost love 

Heaven had quite the time 
To figure ",1
"train it was sunny 
Her saltbox house on the coasttookher mind offSt Louis 
Bill was the heir tothe Standard Oil name and money 
And the town said divorce doit 
The wedding wascharming if a little gauche 
There only so far new money goes 
They picked out a home and called it Holiday House 
Their parties were tasteful if a little loud 
The doctor had told him to settle down 
It must have been the way you kissed me 
Fell in love when I saw you standing there 
It must ",1
"wrapped around my finger 
And it so quiet in the world tonight 
Catching stars and fireflies 
The summer sings a lullaby 
With just me and my baby 
The car pulls up and I home too late 
We did take that interstate 
Back roads was a better way 
For me and my baby 
On the hood of his daddy car 
Pass around his old guitar 
Bet mama wondering where we are 
It just me and my baby 
The closer that we get 
Oh I ca 
Stop ",1
"no charade 
Then he drive me home listenin to the radio 
Then he says he really loves me too he do anything 

Oh I just a gir 
Always at the right place at the right time baby 
Goodbye Casually cruel 
Everything revolves around you 
I been Miss Misery for the last time 
I can dream about what happens when 
You see my face again 

The only thing that keeps me wishin on a wishing star 
He the song in the cab 
On your first trip to ",1
"mansion 
Just livin room dancin and kitchen table bills 

But you untouchable burning brighter than the sun 
Now that you close I feel like coming undone 

In the middle of the night 
And I go back to December all the time 
If clarity in death then why wo this die 
Years of tearing down our banners you and I 
Oh my my my 
My my my my 
My my my my 

Saying goodbye is death by a thousand cuts 
Flashbacks waking me up 
I ",1
"Hey I do know about you 
But there was one thing missing 
And that was the moment I kne 
I think you were singing to me now 
If I did know better 
I think you and I should stay the same 
I ca help but wish you took me with you 

And I chose you 
The one I go swimmin in 
Every time you every time you lovin me 
Oh Lord save me my drug is my baby 
I be usin for the rest of my life 
",1
"walking out is the one thing 
That will find you the right thing 
Sometimes giving up is the strong thing 
Sometimes to run is the brave thing 
Sometimes walking out is the one thing 
That will find you the right thing 
Sometimes giving up is the strong thing 
Sometimes to run is the brave thing 
Sometimes walking out is the one thing 
That will find you the right thing 
And you know for me it always you I know places 
And you know that I swing with you for ",1
"at night 

We found Wonderland you and I got lost in it 
And life was never worse but never better Never better Eh eh 
Eh eh eh eh eh eh eh 
We found Wonderland you and I got lost in it 
And we pretended it could last forever In Wonderland 
Eh eh eh eh eh 
In Wonderland 
Eh eh eh eh eh 
And life was never worse but never better Eh eh 

Eh eh eh eh eh 
We found Wonderland you and I got lost in it ",1
"love romance nostalgia I was ridin shotgun with my hair undone 
In the front seat of his car 
I grabbed a pen and an old napkin 
And I wrote down our son 
Just a flesh wound here your rifle 
Crawling up thebeachesnow 
Sir I thinkhe bleeding out 
And some things youjust ca speak about 

Only twenty minutes to sleep 
But you dream of some epiphany 
Just one single glimpse of relief 
To make some sense of what you see 
Baby you hold the key 
To the ",1
"worship this love 
Wed still worship this love ah 
Still worship this love 
I know heaven a thing 
I go there when you touch me honey 
Hell is when I fight with you 
But we can patch it up good 
Make confessions and were begging for forgiveness 
Got the wine for you 

I wish you would I wish you would I wish you would I wish you would 
I wish you would 
I wish we could go back 
And remember what we were fighting for and I ",1
"holiday shopping traffic 
But I close myeyesand I somewhereelse 
Just like magic 

In my heart isa Christmas tree farm 
There a light in the barn 
We run inside out from the cold 
In the town kids are dreamin of sleighs 
And they warm and they safe 
They wake to see a blanket of snow 

Sweet dreams of holly and ribbon 
Mistakes are forgiven 
And everythin is icy and blue 
And you would be there too 

Under the mistletoe To you 
Watching the fire ",1
"happenings of happenstance on someone else playground 
But it been ninety days of our love blackout 
Our love is blacking out 
The system breaking down 
The system breaking down 

I think I seen this film before 
So I leavin out the side door 
So step right out there is no amount 
Of crying I can do for you 
All this time 
We always walked a very thin line 
You did even see the signs 

I think I seen this film before 
And I did like ",1
"I see sparks fly whenever you smile 
I run my fingers through your hair and watch the lights go wild 
Just keep on keepin your eyes on me 
In this moment now capture it remember it 
I do know about you 
But I do 
But you throw your head back laughin like a little kid 
I think it strange that you think I funny he never did 
I been spending the last eight months 
Thinkin all love ever does is break and burn and end 
But on a Wednesday in ",1
"the school yard 
As soon as my rep started going down down down 
Laughed on the school yard 
As soon as I tripped up and hit the ground ground ground 
And I would been so happy 

Christmas lights glisten 
I got my eye on the door 
Just waiting for you to break down 
Everybody watching to see the fallout 
Even when you sleeping sleeping 
Keep your eyes open 
Keep your eyes open 
Keep your eyes open 
Keep your eyes open 
Keep your eyes open 
",1
"not scared 
Of what love gave me and took away 
And I do know why but with you I dance 
In a storm in my best dress fearless 
I do know how it gets better than this 
You take my hand and drag me head first fearless 
And I do wan na need you this way 
Come back be here come back be here 

And it would felt like 
A million little times 

Leave the perfume on the shelf 
That you picked out just for him 
",1
"of the woods yet Yeah yeah 
Are we out of the woods 
I remember 
You took a Polaroid of us 
Then discovered Then discovered 
The rest of the world 
But with you I know I gon na be with you 
Wan na be with you Wan na be with you Wan na be with you 
Wan na be with you so I take my time 
Are you ready for it 
Baby let the games begin 
Baby let the games begin 
Let the games begin 
Let the games ",1
"known 
It was rare I was there 
It was rare you remember it All too well 
Wind in my hair I was there I was there 
Down the stairs I was there I was there 
I remember it all too well yeah 

there we are again in the middle of the night waking from this dream 
I want to know how it feels to be over you for real 
Until I do 
I in the room it a typical Tuesday night 
I listening to the kind of music she ",1
"dream impossible things 
Like Oh my what a marvelous tune 
It was the night things changed 
Can you see it now 
These walls that they put up to hold us back fell down 
It a revolution throw your hands up 
we never gave in 
And we sing hallelujah we sing hallelujah 
Oh oh 

This is looking like a contest 
Of who can act like they care less 
But I liked it better when you were on my side even when I was wrong 
And I do wan ",1
"talk about what you do that I ca 
Let talk about what you want to be girl 
And who I always been oh 

Let talk about what you did 
You still an innocent 
You still an innocent 
It okay and life is a tough crowd 
and still growing up now 
Who you are is not what you did 
You still an innocent 
You still an innocent 
It okay and life is a tough crowd 
and still growing up now 
Who you are is not where you ",1
"fake and fake 
Baby I just gon na shake shake shake shake shake shake 
I shake it off I shake it off 
Shake it off I shake it off I shake it off I shake it off 
I I I see how this is gon go 
Touch me and you never be alone 
breeze and lights down low 
No one has to know 

In the middle of the night in my dreams 

Into the mist into the clouds 
Do leave 
I make a fist I make it ",1
"

And this is our place we make the call 
And I highly suspicious that everyone who sees you wants you 
I loved you when 
When you hit the ground hit the ground oh oh 
Only sound only sound that you heard was no 
Now in this perfect weather 
It like we do remember 
The rain we thought would last forever and ever 

There you stand ten feet tall 
I will say I knew it all along 
Your eyes are wider than distance 
This life is sweeter ",1
"like your kingdom keys 
They once belonged to me 
You asked me for a place to sleep 
Locked me out and threw a feast What 
The world moves on another day another drama drama 
But not for me not for me all I think about is karma 
And then the cold came the dark days 
When fear crept into my mind 
You gave me roses and I left them there to die 

So this is me swallowing my pride 
Standing in front of you 
Memorizing him was as ",1
"
But why it feel so good 
They say I did something bad 
But why it feel so good good 


They burning all the witches even if you are one 
They got their pitchforks and proof their receipts and reasons 
They burning all the witches even if you are one 
So light me up Light me up 
Light me up Light me up 
Light me up Light me up 
Light me up go ahead and light me up Light me up light me up 

They say she ",1
"say to get me by 
It hits different it you 

it you 
Catastrophic blues 
Movin on was always easy for me to do 
It hits different it you 

I wish you would 

Drop everything now meet me in the back while shaking my hand 
And I wonder what a piece of driftwood has seen all through his lifetime 
Let walk away the past through the smokey black nights 

I seen a million things 
Spoke a million words 
Now I only want to speak to ",1
"on the sidelines 
Oh oh ca you tell this is breaking my heart 

Will my love come in a bowl of fire 
Will it be filled with hope and desire 
Will my love come in a pouring rain 
Am I ready for the stars 
Am I ready for the bliss am I ready for the stars 
Am I ready for the stars 
Am I ready for the kiss am I ready for the boy am I ready for love 

I know delusion when I see it in the mirror ",1
"into my bedpost 
Cause I do want you to Go I do really wan na Fight 
nobody gon na Win I think you should come home 
And I never gon na risk it 

The drought was the very worst 
When the flowers that we grown together died of thirst 
Oh 
The rain came pouring down 
When I was years old and small town raised 
You tell the crowd you paying dues 
I tell them This is what I do 
Well you drive me crazy half the time 
",1
"We were happy 
Oh I hate those voices telling me I not in love anymore 
But they do give me choices and that what these tears are for 
we were happy 

We used to get high on the first kiss 
We could get by with sweet tea and Jesus 
And you can tell me that you sorry 
But I do like a gold rush gold rush 
I do like slow motion double vision in rose blush 
I do like anticipatin my face in a red flush 
I do like ",1
"of lights are still bright to me oh 
Who you are is not where you been 
You caught me with that old smile 
Said It really been a while 
And I still talk to you When I screaming at the sky 
And you do what you want I not what you wanted 

Oh what a shame what a rainy ending given to a perfect day 
Every smile you fake is so condescending 
Counting all the scars you made 
And now that I sitting here thinking it through 
I never ",1
"
Just two kids making up for lost time 
Taking flight making me feel right 
I just wan na know you better 
Know you better know you better now 
I just wan na show you 
She do even know you 
And your secrets end up splashed on the news front page 
And they tell you that youre lucky but youre so confused 
you dont feel pretty you just feel used 
And all the outfits were terrible 
unbearable 
Did you see the photos 
No I did see the news ",1
"me do 
Look what you made me do 
Look what you just made me do 
Look what you made me do 
Look what you just made me 
Ooh look what you made me do 
Look what you made me do 
Look what you just made me do 
Look what you just made me do 
Look what you just made me do 
Look what you made me do 
Look what you just made me 
Ooh look what you made me do 
Look what you just made me 
",1
"forever Last forever Eh eh 
We found Wonderland you and I got lost in it 
And life was never worse but never better Never better Eh eh 

Eh eh eh eh eh eh 
In Wonderland 
I reached for you but you never come 
Is this in my head I do know what else I can say 

But I have to see you one more time 

Boy you got me like a shot to the heart 
Got me shakin so bad spilled my coffee in the car 
Caught ",1
"
All my days 

From sprinkler splashes to fireplace ashes 
I called a taxi to take me there 
I search the party of better bodies 
Just to learn that my dreams are rare 

You on your own kid 
Yeah you can face this 
You on your own kid 
You always have been 


From sprinkler splashes to fireplace ashes 
I called a taxi to take me there 
I search the party of better bodies 
Just to learn that you never cared 

You on ",1
"could follow the sparks I drive 
So where we gon na go 
I think he did it but I just ca prove it He did it 
Este was there Tuesday night at Olive Gardn 
At her job or anywhere 
H reports his missing wife 
And I noticed when I passed his house 
His truck has got some brand new tires 
And his mistress moved in 
Sleeps in Este bed and everything 
No there ai no doubt 
I think I seen this film before 
So I leaving out the ",1
"You do have to call Anymore 
Oh Yeah 
You do have to call me 
And break my heart 
Each time i try movin on oh 
You do have to call anymore 
I wo pick up the phone 
This is the worthwhile fight 
Love is a ruthless game 
Unless you play it good and right 
These are the words I held back 
As I was thinkin you 
Ca walk straight 
Ca talk straight 
Ca think about anything but the way 
It should be 
It could ",1
