lyrics,label
"at my door 
I be summer sun for you forever 
Forever winter if you go 
I wonderstruck dancing around all alone 
Forgetting him was like wishing you never found out that love could be that strong 

Losing him was blue like I never known 
Missing him was dark gray all alone Whoa 
Forgetting him was like trying to know somebody you never met 
But loving him was red 
Red red 

Red red 
Red red 
Loving him was red 
Red red 
Burning it was red ",1
"
And everybody watching her 
But life too long 
But not another minute 
I might fall in love 
You are in love true love 
You are so gorgeous it makes me blue 
Which takes me back 
To the diary of 
They tell you I love you 
And that was the moment I knew 
Your eyes are wider than distance 
This life is sweeter than fiction 
There you are 
And you did see me here 
They never saw it coming 

They are the hunters we ",1
"kind of radiance you only have at seventeen 
She know the way and then she say she got the map from me 
Tell me why you could see what I was thinkin you 


You were breaking down 
I sick and tired of your reasons 
I got tired of my scheming 
For the hope of it all for the hope of it all 
Meet me in the pub we are watchin rugby with his school friends 
Show me the places where the others gave you scars 
Now this is an ",1
"If you out there if you the toast of the town babe 
Or if you strike out and you crawling home 

I forgot that you existed 
And I got a blank space baby 
And I damn sure never would danced with the devil 
At nineteen 
And the next time I see 
Him walking down the river all together 
It a cruel summer with you 
Why you have to rain on my parade 
I shaking my head and locking the gates 
This is the last time I wo hurt ",1
"the world 
And I would follow you follow you home 
I spend forever wondering if you knew 
This night is sparkling do you let it go 
I wo let nobody hurt you 
But we are never ever ever ever getting back together 
We are never ever ever ever getting back together 

Every time I dont I almost do 

Drew talks to me 

So we could call it even 
You could be the reason you ca sleep at night 

I vow I will always be your ",1
"had a chance 
Two paper airplanes flying flying flying 
And I almost brought him up 
But you were thinkin and I was right there beside him all summer long 
And you were too polite to leave me 
And everything turns blue and gray 
And I hate to make this all about me 

Strike the band up one two three 
I promise that you never find another like me 
The playful conversation starts 
Counter all your quick remarks 
Like passing notes in secrecy 
And it would be 
",1
"to your friends you ai seen in a while since she brought you down 
No sound it all around 

Like we made of starlight starlight 
Like we made of starlight starlight 
Like we made of starlight starlight 

Like snow ah 
This scene feels like what I once saw on a screen 
I searched aurora borealis green 
I never forget you as long as I live and die for moments that we stole 
On begged and borrowed time 
So many times I never learned to read your mind Never ",1
"you would I wish you were a better man 

Life was a willow and it bent right to your wind 
Head on the pillow where you used to tell me I wo let you go 
So then you go 
You should think about the consequence 
Of you touching my hand in a darkened room Dark room dark room 
And see that we 
Were never really meant to be caged in 
I not feeling anything at all 
And later on that night under the neon city lights 
Just look at ",1
"you lie 
You said if we had been closer in age maybe it would been fun 
If you fail to plan you plan to fail 
Strategy sets the scene for the tale 
I the only one of me I the only one of me I the problem it me I the only one of me I the problem it me 
At teatime everybody agrees 
I stare directly at the sun but never in the mirror 
You like the bad guy 
He goes about his day 
Forgets he ever even heard my ",1
"on the outside 

You played in bars you play guitar 
I think you should know You should know 
That what happened you 
You smile and walk away 
But you are not the kind that thrown 
I mean the kind under where a tree has grown 
I so sick of running as fast as I can 
Wonderin if I get there quicker if I was a bad time 
Pushed from the precipice 
Clung to the nearest lips 
Long story short I survived 

Now I only want to ",1
"
But I be alright it just a thousand cuts 

My list of things to do this yet Is it Is it 
Is it killing you like it killing me Yeah 
I want to do is let me know what you doing to me 
My mind is like an island punished you with silence 
Went off like sirens just crying 
Why I should let you know why 
Must be somethin under this hood 
Nobody strong like you 
I really thought I lost you 
The way you walk way you ",1
"call me lately 
And here to my baby 
I the problem it me I the only one of me 
As the stars fall down and the heavens fade 
This girl is begging wait wait for me 
I laid the groundwork and then 
Just like the mark you knew you were trouble when you walked in 
Trouble trouble trouble Oh 
Oh woah oh woah oh Oh 

Drivin the getaway car 
There were sirens in the beat of your heart 
It not like you to be waiting below 
Devils ",1
"
unbearable 
Did you sell me out for a fool after you held me 
Was that just what you see 

It was the best of times the worst of crimes 
I struck a match and blew your mind 
I could be your little beauty queen 
Just a few I thought of you makes a mess of a dreamer with the nerve to adore you 


Soon you get better 

And I had the best day with you toda 
You alive so alive 

And I roll my ",1
"they follow me down the hall 
And there are places I will never ever go 
And that empty room and who wins 
Let talk about blood and sweat and tears for this 
I hosted parties and starved my body 
Like I sitting in an airport bar 
You had me crawling for you honey and it never would gone away no 
You not my homeland anymore 
So what have you got that James Dean daydream look in your eye 
And we not speaking 
And I had you figured out 
Ca ",1
"watch superman fly away 
Come back be here 
I guess you in New York today 
And I think you know that 
It would take Brad Pitt to leave you 
It takes everything in me not to call you 
And every time you look at me 
Did you feel it now 
And it gets colder and colder 
When the lights go wild 
Just keep on keepin your eyes on me 
Horrified looks from everyone in the room 
Your opal eyes are all I wish to see 
But your ",1
"have big dreams 
And how you held me 
Was that just what you see 
You belong with me 
Have you heard what becomes of curious minds 
Ooh did it all seem new and exciting 
I felt your arms twistin around me 
It all seems so simple 
baby I know what you doing to me 

Ca walk straight 
Ca talk straight 
Ca think about anything but the way 
It should be 
It could be 
She better known for the things that haunt me when you not ",1
"at the right place at the right place at the right place at the right place at the right place at the right time baby 
Hello Casually cruel 
Everything revolves around you 
Counting my footsteps 
Praying the floor wo fall through again 
And baby I so terrified of if you ever need love I standing at your door 
But I take it when I looking at you 
There ai no accidents in what we do have a when and I do have a plan I do have a map 
I do wan ",1
"I hope someday you take me away 
Take me away 
To save the world I be around 
Push my love away like it was you 

And I damn sure never would danced with the devil 
At nineteen 
And the fakers gon na fake fake fake 
And fake and fake and fake 
Baby I know places 
They take their shots but we bulletproof I know places 
In the middle of the night when I in this dream 
It like I melting on into you 
And did they call ",1
"scarlet letter 
And my daddy said Stay away from Juliet 
And I do think you do oh No no no no no 
You left me no choice but to stay here forever 
Did you ever have someone kiss you in a bar 
Talking over a football game 
With that same big loud opinion 
But nobody listening 
Washed up and ranting about the same old number just in case you call 
Back when we had that fight out in the world that could stop it 
I think you were listening to ",1
"And the liquor in our cocktails 

What if I told you so 
You must like me for me 
Do you think I say to you 
It the first kiss it flawless really something 
It fearless 
Oh yeah 
Gon na change my mind 
I regret you all the time 
It miserable and magical oh yeah 
But aint it funny how 
It all fun and games somebody loses their mind 
But darling 

We We are never ever ever ever getting back together 
I would waste my ",1
"chest 
And my daddy tells me that I all you want 
A number one 
Or that what you ne 
Why would you wan na run and hide 
But it was enough 
But I did know 
At AM wasted 
I be here today and here tomorrow 
In dark blue Tennessee 

She do dress for men 
Lately I been dressin for revenge 

The more I fight it just gets stronger 
Youre an inconvenient kind of satisfaction 

Welcome to New York it been waiting for 
",1
"Take me away 
Take me away 
Take me out and take me home Ah 
Yeah just take me home Ah 
Yeah just take me home Ah 
oh Out of style 

So I punched a hole in the roof 
Let the games begin 
Are you ever dreaming of me 
Baby I miss you too much to say 
Hey it all me just do go 

Twenty years at your job 
Then the here and the now floods in 
Feels like I fallin and I am lost in ",1
"saying I was never good at tellin jokes but the punch line goes 
I yours to keep 
And I stare at the phone he still has called 
And then you feel so low you ca feel nothing at all 
Stumbled through the long goodbye 
One last kiss then catch your flight 
Right when I was in the middle of the night waking from this dream 
I want to feel you by my side standing next to me 
that where you belong 
Until Brad Pitt comes along 

You were looking ",1
"too much 
Do you think I would hear all the things you said about me 

Bye bye baby 
I be your angel giving up her wings 
If that what you need 
I give everything to be your shrink to know that you never find another like me 

Oh I thought 
But I take it all back now 
So so so it goes 
Come here you can meet me in the doorway 
My hands are shaking from all this 
Ah ha ha 

Inescapable I not even ",1
"I wish you would come back 
Wish I never hung up the phone like I did I did 
It is love it is hate it just indifference 
It is love it is hate it just indifference 
So yea 
You know I left a note on the door with you the air was cold 
But the very next day you gave it away 
This year to save me from tears 
I will always be yours 
All I could see this view a hundred times 
And that the way I loved you ",1
"my man 
I am an open book 
Turn the page it all the rage 
Get a look on the inside 
Oh what a shame what a rainy ending given to a perfect day 
Just walk away ai no use defending words that you were saying 
Tryin to make me feel small 
So you can feel whole inside 
Why do you have to go that far 
And I damn sure never would danced with the devil 
Make sure you do miss it 
Ten months older I wo give in 
",1
"there I was there 
Sacred prayer I was there 
It been waiting for you to roll your eyes at my jokes 
Superior Thinkin 
Do you ever grow up just never grow u 
I love you even at your darkest and 
Please take my hand 
I tried to take the road less traveled by 
Tell yourself you can always stop 
What started in beautiful rooms 
Ends with meetings in parking lots 

And I got that red lip classic thing that you like me 
So go and tell your ",1
"wander London streets alone and haunted 
Born into nothing 
With them I have something something to cling to 
Visions of dazzling rooms I never get it there not a day I do miss those rude interruptions 

And I do wan na hurt you I just wan na tell you 
It takes five seconds to need you 
When people say things that bring you to your knees 
Beggin for forgiveness beggin for me 
Yeah I showed up at your party 
Would you tell me I wo let nobody hurt you 
",1
"little breaks in your soul 
You know how scared I am of elevators 
Never trust it if it rises fast 
It ca last 

I sick and tired of your reasons 
I got a blank space baby 
And I used to feel you breathe 

Ayy 
Kiss me on the sidewalk take away the pain 
Got a long list of 
They tell you while you young 
Girls go out and have your fun 
Then they hunt andslaythe ones whoactually do it 
I know you wish it was ",1
"mean 
Why you got ta be so mean 
Someday I be livin in a big old city 
And all I seen since hours ago 
Is green eyes and freckles and your smile 
Always endin up 
Your side of town 
And I only me when I like this 
I thought I had you 

Hang your head low 
I a little over it and she still not me 
So I lied and I cried 
And did the twin flame bruise paint you blue 
Just think of the fun ",1
"keep secrets just to keep me warm 
All the girls that you run dry have tired lifeless eyes 
you burned them out 
But I so sorry 

X marks the spot where we fell apart in the usual way 
And the battle was long it the fight of our lives 
But we stand up champions tonight 

he talking crazy 
dancing with me 
we could get married 
Have ten kids and teach how to dream 


Hands tied hands tied Dancing 
do fix bullet holes 
You ",1
"you 


You could call me babe for the weekend 
is the damn season write this down 
But I got me 

I had I had too much to be mad love 
So take a look what you done 
baby now we got bad blood 
You know I love Springsteen faded blue jeans 
When you think Tim McGraw 
I hope you think that little black dress 
Think of my head on your chest 
And my cheeks are growing tired 
From turning red and faking smiles 
Are ",1
"

Oh oh 
Oh oh oh oh oh 
Remind me how it used to be mad love 
So take a look what you made me do 
Look what you just made me do 
Look what you done 
baby now we got bad blood 
You know that my train could take you home 
I spend a long time going 

I seen it all so I thought 
Oh my love is a lie 
Shit my friends say to get me by 
It a revolution throw your hands up ",1
"tragedy now 

I have an excellent father his strength is making me stronger 
God smiles on my little brother inside and out 
He better lock it down 
Just one more thing to do 
Where were you 
And I dont know 
Oh and it rains when you gone 
I knew you 
Your beauty shines and lights up the room Ah 
People love an ingnue Ah 

I be summer sun for you forever 
Forever winter if you go 
I wo let you go 
King of my ",1
"all your tears 
And I only me when I with you 
Maybe she bring you into the skies 
Left to travels lives they unravel 
Mind over matter that what she says 

Mama named her Lucky on a starlit night 
A rabbit foot in her pocket she dances in spite 
Of the things you told her 
So when love hands me matches now 
I meet you where you wan na fight 
Baby let the games begin 

I get drunk on jealousy 
But you know what you doing ",1
"find yourself at my door 
This is like breathing for me 
Why the wound is still bleedin 
You were more than just a short time 
And toyin with them older guys 
Just playthings for me to use 
Something happened for the first time 
Yeah we were dancing dancing 
Like we made of starlight starlight 
Like we made of starlight starlight 
Like we made of starlight starlight 

Like we made of starlight starlight 
Do you say you changed 
The more that you say the less I know ",1
"your face 
And whispered in your ear 
Come on come on say that we be together 
Come on come on do leave me like this 
Your name forever the name on my lips ooh 

Dorothea 
Dorothea 

Ooh all I used to think that we were forever ever 
And that what I feel is true 
And I do want you like a best friend 
Only bought this dress so you could take it off 
Shake it off I I I I see how this is gon go 
",1
"well forget my name 

So I start a fight I need to see all the wisst women 
Had to do it this way 
Come back come back to me Get back to me 
Do you Ah ah ah 
baby I could build a castle Oh baby I could build a castle Oh baby I could build a castle Castle 
Out of all the endings 
My broken bones are mending 
With all these nights we spending 
Up on the roof 
I sat down and cried 

Did some things ",1
"I do know why 

Dear John I see it when I wore high heels 
But I too tired at night to call your name 
Until I do 
cruelty wins in the movies 
I got a reputation girl that do precede me Yeah 
I in the room 
I can still see it all back and forth from New York Sneakin in your bed has a fine pedigree 
And I can still see you this ai the best view 
On the very day of 
They tell you I miss you too ",1
"on sidewalks 
You fight and you talk real slow 
it late and your mama do know 

But do you honestly expect me to believe 
We could be the reason you ca sleep at night I ca sleep at night I ca sleep at night 
A rabbit foot in her pocket she dances in spite 
Of the fact that she different 
And yet she the same 
I been picking up the pieces I figured out 
Something gone terribly wrong 
You all I want is you 
To stand outside my ",1
"I am hiding from you and your temper 
Yes I doing better 
It cut deep to know ya right to the bone 
Yes I doing better 
I be a game if you would play 
And the dirty dirty cheats of the world 
And I said Leave but all I really want to do is let me down 
Now it looking like we going to battle 
And I know the passwords to your emails and everything you do 
And I still ca believe that you would walk away 
It do make ",1
"So scarlet it was maroon 
It was the one you sweep off her feet lead her up the stairwell 
This ai Hollywood this is a small town never looked back 
I remember 
Are we out of the woods 
Are we out of the woods 
Are we in the clear yet Are we in the clear yet in the clear yet Good 
Are we in the clear yet Good Clear yet Good 
Are we out of the woods 
Are we out of the woods 
Are we out of the woods 
",1
"someone who disapproves 
They judge it like they know about me 

You played in bars you play guitar 
And wrote this damn song 
Look what you just made me 
Ooh look what you done Look what you just made me do 
Look what you done 
baby now we got bad blood hey 
Now we standing in the hallway 
I remember 
Are we out of the woods yet 
Are we in the clear yet in the clear yet 
Are we only biding time I lose your attention 
",1
"sparks desire rain infatuation attraction The way you move is like a battle 
But every time I look at you now now 
Ill be one of those nights 
We ditch the whole scene 
It feels like one of those nights 
We ditch the whole scene 
And end up dreamin 
Instead of sleeping 

Yeah 
Yeah 
We take this way too far Ooh 
It feels like one of those nights 
When you the one I fallen for 
Every street led you straight to me 
But would you ",1
"goodbye Ooh 

And tell her you coming home 
Do look at me 
Heaven looked down to see 
We falling now 
And there a lotta cool chicks out there 

But in the pouring rain 
You changed everything 
You changed the tune 
In the middle of the night Night in my dreams 
You the kind of cold fogs up windshield glass 
But I do wan na need you this way 
Come back be here come back be here 

The story of us looks a lot like ",1
"me do 
Look what you just made me do 
Look what you just made me do 
Look what you just made me do 
Look what you just made me 
I pictured you with other girls in love 
Do you know how much I miss you 

all I know is you held the door 
Just like that 

I know places I know places we wo be found 
And they said Speak now 
And do hate me for loving you 

It feels like one of those nights ",1
"if it okay with me 

Oh baby baby Merry Christmas 
Oh baby smile 
And the book that just saved that I had him right there where we stood 
Was holy ground 

Stood on the cliffside screaming Give me a reason why we should ever move 
And 

Tell me when did your winning smile 
Begin to look like a dream 
Baby we the new romantics Ah ah ah ah ah ah ah ah ah 
Darling this was just as hard 
As when they pulled me apart 
",1
