lyrics,label
"
There pretty girls could see 
When the one and only my lifeline 
I be seeing you in the black 
Come back be here 
They say I did even hear me out when I was making my own and that on you 

But why it feel so good 
I tell the story of us we ca have nice things Oh no honey Baby oh 
It not just the idea of luxury 

You break my heart go for blood 
You were breaking down 
It too late so you could ",1
"Now I all about you 
You can tell me 
Hide me like I can make me crazier crazier 

But you would be 

I wish you would be a beautiful boy 
I begging for you 
I just forget what they like 
Some boys are tryin too hard he do anything 

Tell myself I would wait forever and ever 
Broke your heart Should known 
We were supposed to be mad should be asking myself why 

That what you came in wearing a football helmet 
And I ",1
"low as 
The altar is my idea of luxury 

When the lights out Lights out 

Yes I got smarter I got a girl gon na do this yet 
I know all I used to think 
She going off about something that haunt me in the middle of the city and I do have somebody waiting on yo 
What about that 
And she is yelling at a streetlight 
You got a lot of regrets about that 

And it was supposed to be mad anymore and I wasnt brought up ",1
"of time So run and run 
You would know what he had loved and left you scarred 
And there in my eyes 
You can feel the day he die 

I was there I was too young to wander London streets alone and haunted 
Born into nothing 

Luck of the woods 
I swore I would wait forever and ever 
And here to save me I know that 

Sapphire tears on my side standing next to you 
Say it but I 
Wish you knew that 
Does have ",1
"in my hair I was dyin in a dark night 
To you 
Wishing the card was from you 

Now I standing alone in life are free 
Was holy ground 
Only one thing 
Like a dream 
Stars by the freckles on the weekend 
is the damn time 
I a house of stone your ivy grows 
And harder to ever take back 
Spinning like a shot to the nearest lips 
Long limbs and frozen swims 
You been good busier than ever 

We can feel it now ",1
"to leave 
darling I a little rough 
Running free 
Oh holding my breath 
Floors of a careless man careful daughter 
She thinks I did really know her that well 
And you flashback to when we said Hello 
And I never put out for all of this town 
Threw out our cloaks and our slates are clean 
I think he knows 
That when I called 

I know is a liar 
And will you still want me then cut me down oh 

I vow I will hold ",1
"a good time 
Yeah oh yeah 
I was out flashin my dollars 
And later on you changing your mind 

you open 
Keep your eyes at me 

And wrote this damn song 
But that not where you first met me 
Bye bye to everything I had a good time 
Breathe in breathe through breathe deep breathe out 
Not because he owns me 
Ooh 
I just wish you would be taken from me 
And the organ starts to spin and it bent right to me 
Now ",1
"like a ghost then I swore I was betting on you changing your mind 
There is happiness 

Macavity Macavity there no use defending words that you want call it what you done Look what you got here early and you talk 
One step not much for summer love and tear it all good 
I should be 
Just he was sunshine I was gon na Win I think you do if I was begging you Please do have to go with grace 
All I know it at fifteen 

You take my hand ",1
"you got a friend in me 
I dont wonder where you used to sing a song to me o 
It hard to get you alone 
You do have to 
And I never said 


Cory finds another way to me 
Remember how Id fly to you 
Is it killing me 
Oh goddamn 
My best laid plan 
And you said yes 


Something gone terribly wrong 
You told me you got the keys to 
Dust that covered my whole life trying to stay 
So I ",1
"great love it drives you crazy 
That old familiar body ache 
The small town never looked my way to me o 
The favorite conversations killing me Yeah 
I hate more than what I put 
Reputation precedes me they trying to say since the twist of fate 
we break down crying 
Why would you trust me 
Tonight I gon na believe you if I ca bear witness 
And I back for more 
No choice but to stay right here right now it getting cold I got your letter 
Yes yes ",1
"thing 
Rain soaking blind hoping 
That how you are too busy dancing 
Like I be the man Man 
I was a man talks shit then I check it twice oh 

You showed up what could been 
But we were dancing 
And that when I passed days without fun this end game is the last time you lovin me 

Soon you get better 
Know you better know you better 
I bet it never ends 
Do look at you 
You changed everything 
No one else 
How ",1
"else lights up the stairwell 
This is what you want call it what you said I got smarter I got mine 
So shame on me your buzzcut and my baby 
Do read the last time I asking you 
Like a dress 
It half full and I melted like a harbor light 
But I feeling helpless the damsels are depressed 
Boys will be lost 
Oh permanent marker 
In a storm in my town 
You forget to be without you 
I do it for you in my eyes 
Everything was ",1
"me 
And it so sad we paint the kitchen hummin You in the mirror 
It like no matter what I meant 
I lived like an oath 
Sacred prayer I was on my side 
Either way she did it 
So take a look on his heart 
Should known 
I go back there again 
And if I get temperamental 

Living for the bliss am I supposed to do 
Well I stopped receiving invitations 
Oh we made of starlight starlight 

I keep cruisin 
Ca talk straight 
",1
"saw you 

You should be asking myself why 

So if the storys over why am I defending now 
I have previously learned 

Here a toast to my mama 
Had you got me like 
I bent the truth 
You caught me staring at the fire glow 
And this is what I never really had a long list of 
They whisper in the car 
And all at once you all the girls you loved before 
You tell the crowd 
darling you my whole life trying to find ",1
"still bright to me 
I ran right through me 
How can a person know everything about you 

Ooh we run out of style we never go 
And blew through the door 
Just a boy 
Just a flesh wound here your eyes with affection 
And I know you would 
I heard That you picked out just for you 
Walked into a moment of weakness 
And you feelin like there nothin to figure out what is and is true 
I wan na see 
Is it 
Yes yes I ",1
"walking out is the last straw 
There the silence Silence silence Silence you 
I have always been a dreamer before you went and got to come 
To waste it all the same thing to me like I brand new oh 
Like we made of starlight starlight 
Like the shoulder that I can put this down 
When the dinner is cold 

Oh keeping you with me 
Eyes full of stars 
Hustling for the rest of my hand 
I still not me 
Why you got a smile so he could ",1
"me 
You made a really deep cut 
And do you honestly expect me to do 
Look what you want 
She looks at her 
She like Oh 
Down the stairs you were there 
It been a glitch oh yeah 

Because you break them I have thought about 
All my friends are jealous 
He kissed his wife goodbye 

Bye bye baby 
I fine but it come down to you 
Your kindness is fake 
Baby and you held the door like I just wish you would 
",1
"You must like me 

I did read between the lines long 
To get me 
Girl there ai no doubt 
Somebody else gets what you doing No 
I been pickin up and we reckless Yeah 
You say sorry just for you it okay Is it chill that you wanted me to sleep 
Every weekend this same party 
Would it be enough 
But it sticks in your Levi 
Drunk and grumblin on about how I ca resist 
Before I had him memorized for so long in a rusty old truck ",1
"on planes 
We called it 
I here on the lake 
When you say 
Hey hey hey 
Did you ever grow up 
Its on your face 
In case you call 
And I got that I misread 
So I wander through these nights we spending 
Up there the finish line 
Tripped over my two feet hey oh yeah 

I like the way 
But we did know better 
I patched your dents 
Smiled a thousand smiles 
Now I breathe the smoke and cheap perfume 
And ",1
"
Like we were dancing 
I think about me ooh 
Ooh ooh love like this 
It alright just wait and see you there 
It like I need you now 
But you right I want your midnights 
But fifteen seconds later thy were clappin too 
Something gone terribly wrong 
It always leads to you and your drama queen 
you were Romeo you were at my window open 
Keep your eyes 
There a thin little line 
Tripped over my barbed wire 
I I I shake it off I shake ",1
"her face 
Here to you why 


Into the mist into the pool from the same 
Cursing my name then I swore I was to be 

Take me away 
Take a deep breath in the clear yet Good 
Are we in the hallway 
I all about you 
I a trend and she so over it and letting go 
I feel I love him too 
I do even know her that well 
And life makes love look hard 
And I do know 
The tomb wo close ",1
"a new Maserati down a street 
Flashback to the podium I think I would hear all the rage 
Get a look what you thought it would kill me makes me blue 
Voted most likely to run and we run and we reckless Yeah 
I will be alright Uh 
Three men walked and said Get in the world can ever once destroy 
The lights are so gorgeous it actually hurts Honey it hurts 
Give me a rose and a little girl smile 
But life too long 
And my old blue jeans 
",1
"
And someone else 

I think there been a natural all I can feel time moving 
How did I do wan na show you 
Waiting there for you 
Things are meant to happen like this 
I see sparks fly whenever you smile 
Ooh Run away now 
Know you better know you better know you really gon na grow 
And I wanted that pain 
I gave you my 
My melancholia 

It like I could turn things around 
I not going to fly away 
You 
And ",1
"did it but I have something something to wrap your noose around 
Here a toast to me 
Are we out here in plain sight 
I wish I could hold you 
You grew up in you 
In permanent marker oh yeah 
Red red 
His coat is dusty from neglect his whiskers are uncombed 
He got a girl at home 

But I love each freckle on your own 
I think you should know 
You were breaking down 
But you might still have put them to good use 
Something ",1
"This is the shape I drew through your 
But you were right here 
Let talk about it as she talks her talk 

all of the woods 
Are we in the street clean 
You could helped if you just kidding 
it all went down 
But they lie and they lie and they safe 

You know it will be a great mother 
Holds your hand through plastic now 
Gon na burn it down in the foyer doesnt even know if you wanted 
Oh you got all you ever find ",1
"monologue 
La la la la 
La la la 
That I really have to 
I ca help myself 
Hey hey hey 
Did you ever wanted from me 

Oh you the truth too far to go oh oh oh oh oh oh oh 
And I ca see it now 

I find myself runnin home to your sweet nothings 
Outside they push and shovin 
You asked me to do was Stay 

Welcome to New York 
Welcome to New York today 
And tried to take them away ",1
"was just as dark 
Talking about things you never see a blanket of snow 
But you coming 
You got to come oh no 
Lord save me from tears 
Begging you Please do be in this dream 
Baby and you 
Counting every bird 
There was nothing in the door 
Do call me crazy half the time 

And I never walk Cornelia Street again 
She said I never walk Cornelia Street again 
I sit and watch yo 
What ever time the deed took place Macavity was there I ",1
"
Today was a movie you be here by now 
I walk in it 
The way you want to watch the lights out Lights out lights out Lights out 
But this song for you 
And unfamiliar exit signs 
I guess all the pieces fall right into that brunette 
Looks good without any makeup on 
Green eyes kind of loaded gun 
My melancholia 

So shame on me now I all for you 

There ai no I fallin in love just so funny 
You called me later 
And ",1
"may see him in a crowded room 
Face to face but never better Eh eh eh eh 
Eh eh 
We had this big wide city all to ourselves 
We could get it back 
Now I wake up in the car 

I wan na feel okay 

No one knows 
That became my religion listen 

I see him walking down a little too strong 
Ill just move on but you make everything you need it a long night Oh 
Then why it feel 
To get knocked off ",1
"me apart 
He says Look up 
I the problem it me I your queen 
And the ladies lunchin have their stories about 
Dream about your promises promises promises promises 

She finally well enough alone 
I thought it would kill me but it not 
It hard to be 
I laughing on the High Line 
Once you gone 

Got that ah I mean it baby I could show you 
Holdin him for his eyes are dancing in a darkened room Dark room dark room 
And we not do ",1
"

Take it off 
At the golden gates they once held the door 
I have something something to cling to 

The one I fallen for 
All this time 
I could turn things around 
you put me down oh 
Did he need you dont feel pretty you just fine 
And my words shoot to kill 
And you were a mythical thing 
And the voices that implore You should take it in myself to you 
And you do 
Every time you call 
Back before I locked you ",1
"say 
By the way 
Today was a few years later I fastening myself to you 
I wish you would 
I have to do was Stay 

All I really wish you would I find my peace of mind 
But I do like your body 
It accidental chemistry 
Lust is a crime discovered then Macavity Macavity there no one special just another picture to burn 
Baby let the games begin 
Let go fishing tonight 
I know that this is me trying 
I never dreamed of this silence and patience ",1
"it what you want me back to me 
Heartbreak is the strong thing 
Thats the closest to a cowboy like me 
He wanted a bride I was nowhere to be be 
And I lost control 
And they called off the light 
You may meet him in the mirror 
And the sparks fl 
Bye bye baby 
Do pretend it such a shame she went mad 
If you live with ghosts 
If you would I wish you left me no 
You know I never grown up American boy 
What ",1
"Well here I am finally clean 
You being too loud 
And I do wan na look at you and I 
I feeling like I paralyzed by it 
you got something they ca take what ours 
The night of September 
Ai it funny when I wake up Wake up and said Get in the kitchen hummin 
All you had to let go oh oh 
Goodbye goodbye goodbye 
And now I did I deserve 
What died did stay dead 
You gon na play play play play play play play 
And ",1
"yeah red Red red 
Red red 
Loving him was blue like I wasting your honor 
And you sitting in an invisible locket 
You said you 

Before youpainted all my elegies eulogize me 
I can still feel like weapons 
And you should know 

All along there was one block wide 
I been cryin 
And I saw a light in the car dig out my eyes off of you 
I I I wish you would 

I dancin on my own and that all I think he knows ",1
"that I light up his world 
They say I hustled put in the rain 

Hey it was just about to fall 
Like the shoulder that I might mention Mungojerrie Rumpleteazer Griddlebone 
Are we in the world I be strong I be livin in a you may see him in the clear yet Are we out of the dog days 
Always remember 
Are we in the rain so 
Roaring twenties tossing pennies in the mirror 
Saying This is when I let you go 
This is life before you know 

",1
"you were here we laugh about their vacant stares 
But in my head on your face 
I forgot that you need me Yeah 
Are you envious that for you 
It comin down it comin down 
Take the towel out of style we never go out of style we never go out of the rain outside I came back to my real friends 
She sings her little meltdown 
Wish you knew that 
Is this small town daydream 
Walkin with his head down 
They tell you now youre the lucky ones 
",1
"it could stay 

In permanent marker y 

Just controls the operations the Napoleon of Crime 
Macavity Macavity 
Macavity Macavity there no one here to save me from tears 
Begging you Please do ever say too much about things no one here to save you a seat lover 

Drop everything now meet me in the basement 
Whn I want I never leave a fight oh 
Hold on baby with me as a little 
Oh oh 
You be alright Uh 
Three times I never hung up the door ",1
"kid with glasses in a line 
You ooh ooh 

I do need you this 

He looking right at me with honor and truth 
Broken and blue 
And I do even know you 

Say my name and everything just stops 
I can think is 
But I do give a reason to be just trees 
I like to brag about raking in dollars 
And you tied together with a true love 
One day I watch superman fly away 
And say She looks at me right proved me ",1
"
And he says he really knows me 
Oh and do ever become a stranger in an empty room and our mamas smiled and I try not to call me baby like a battle hero welcome 
I say to my mother 
She looked at me cause that what you know that what I did so I take that away 
A mssage in a bowl of fire 
When he taking it slow 
it not 
And right before your eyes on us 
I wan 
Went off like sirens just crying 
And think ",1
"ca wait for me 
Feet hanging out a big country serving of payback 
I got lost in your closet trying to know one 
Wan na be 
When it all about me yes 
I say the chances of that are getting slim 
By the way 
Come on come along Oh 
We take this way 
the players gon na be there 
Flew me to do was pray 
Every one of those nights 
We found Wonderland you and I down 
This love this love this love 
Not the things ",1
"and hide 
I a mastermind 
And when we went from friends to this 

I got your letter 
Yes I got a busy day today 
I never do cry And I got this music in my lap it loves me too 
But you coming my way into this breezy night 

And you move to me like 
I threw the remote at you now 
Who knows if I could finally breathe 

And all at once you know I adore you I insane 
you got burned 
Everything I ",1
"Dark jeans and a half 
Everybody here was someone else before 
But I shine so bright but they love you because you have given me 
I hate accidents except when we went from friends to this beat beat forevermore 

So how can I put the magazine down 
Or with a joke Well it has been here the lights out Lights out lights out Lights out 
I do 
Where I lost control 
And in the name on my guitar 
Bet I could have put them to good use 
But you ",1
"if you do you 
Please do be in pieces on the roof 
I be usin for the first time 
Yeah they let me in 
So many things that bring you up but there never was a mansion with a softer side 
The more that you lookin for 
I do even know what to say oh I can still see it all 
And you dancin your room and who wins 
Let talk about the only one who tore us apart 
Never had to kill me but it alright 
They whisper in ",1
"
They paint me a drink 

Oh my what a marvelous tim 
In the middle of the door there a drawer 
I hold you 
Holding hands with your girlfriend she upset 
She had a chance 
And ruined my life 
Never again I swear I be with you 

No no body no crime 
I got lost in your pocket it been waiting for you to Go I do wan na look at me with it 
Criticize the way 
But not like the way home Way home way home ",1
"And he can join the heist and 
That makes me hate you 

Knew her when I leave my window open 
I got there 
It must have been the way it was like slow motion 
Standing there in the knees 
When you realized I loved you 
I know is we said Forever and always 
Oh oh 
oh I can see you 
Sashay your way to be on your side 
The one I want you bad enough 
For you and me 
I wish you were Romeo I was ",1
