lyrics,label
"Throwing pennies at the fountain you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"Come on, gather 'round, I'm gonna tell you how the fire went out 
Swaying as the room burned down 
I hold you as the water rushes in 
If I could dance with you again 
I kiss you as the lights went out 
Swaying as the room burned down 
I hold you as the water rushes in 
If I could dance with you again 
I kiss you as the lights went out 
Swaying as the room burned down 
I hold you as the water rushes in 
If I could dance with you again 
I kiss you as the lights went out 
",1
"Oh yeah you right I want it 
Bad bad boy shiny toy with a price 
You know that I bought it Oh yeah you right I want it 
Bad bad boy shiny toy with a price 
You know that I bought it Oh yeah you right I want it 
We say that we just screw it up in these trying times 
We not trying Oh yeah you right I want it 

Killing me slow out the window 
I always waiting for you just to cut to the bone 
Devils roll the ",1
"It would've been nice to see you coming up 
Its even kind of cute the way you cuss 
I wrote your name down a hundred thousand times 
it looks so good right next to mine 
Youre the last thing I needed tonight 
See Taylor Swift LiveGet tickets as low as might also like 
You just need to take several seats and then try to restore the peace 
And control your urges to scream about all the people you hate 
shade never made anybody less gay 

So 
You need to calm down you being too loud 
And ",1
"I like my music loud sayin 
Why did you let her go 
Does it make you feel sad 
That the love that you lookin for 
Is the love that you had 

Now you out in the world searchin for your soul 
Scared not to be hip scared to get old 
Chasing status last time you felt free 
Was when none of that shit mattered you were with me 

But now that we done and it over 
I bet it hard to believe 
But it turned out I harder to forget than I ",1
"... I used to fly but I could find wings 
But you came along and you changed everything 

You lift my feet off the ground 
You spin me around 
You make me crazier crazier crazier 
Crazier 
So where we gon na go 
I whisper in the dark 
Where we gon na go 
I whisper in the dark 
Where we gon na go 
I whisper in the dark 
Where we gon na go 
I whisper in the dark 
Where we gon na go 
I whisper in the dark 
Where ",1
"Watch me go into the world today and here tomorrow 
In dark blue Tennessee 

In dark blue 
Voted most likely to run away with you 

And I do want you to Go I do really wan na Fight 
nobody gon na Win I think you should come home 
And I never let you Go I know this is a Fight 
That someday we gon na Win just thought you should know 
And I never let you Go I know this is a Fight 
That someday we gon na Win just thought you should know 
You ",1
"Ive been counting days and nights when you made me your own 
Now you mail back my things and I walk home alone 
But you keep my old scarf from that very first week 
it reminds you of innocence and it smells like me 
You ca get rid of it 
you remember it all too well yeah 

there we are again in the middle of the night 
We dancin the kitchen in the refrigerator light 
Down the stairs I was there 
I remember it all too well 
And you call me up again just ",1
"Isn't it funny how many times we can say we still friends 
But I do wan na go there 
I remember it all too well 
And I was never good at tellin jokes but the punch line goes 
I get older but your lovers stay my age 
From when your Brooklyn broke my skin and bones 
I a soldier who returning half her weight 
And did the twin flame bruise paint you blue 
Just between us did the love affair maim you all too well 
Just between us do you remember it all too well 

Photo album on ",1
"Like one of those fireflies in a jar 
Just me and Britney 

Oh oh 
We were babies we were beautiful and free 
Oh oh 
There was nothing that was out of reach 
For me and Britney 

She never made it to Hollywood but she made it to Memphis 
And this little old town just hasnt been the same since 
That boy she ran off with well I thought he was crazy 
Maybe I was just jealous that he come between me and Britney 

Oh oh 
She was in love she ",1
"I dont need a lot to pine about 
I got a lot to live without 
I never gon na meet 
What could been would been 
What should been you 
See Taylor Swift LiveGet tickets as low as might also like 
So cut the headlights summer a knife 
I always waiting for you just to cut to the bone 
Devils roll the dice angels roll their eyes 
What does kill me makes me want you more 

And it new the shape of your body 
It blue the feeling I got 
And it ooh ",1
"Are you trying to make me fall? you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"No, I don't know what you mean to stare 
I heard she nothin like me 
I sure she make you happy 

But do you do you 
Smile at me and ask me how I been 
Do you say you 
Missed me if you do want me again 
You do know how much I feel I love you still 
So why do you do you 

Ah ah ah ah 
Do you Ah ah ah 
Darling this was just as hard 
As when they pulled me apart 
But what you did was just as ",1
"He's got a nice little life was never worse but never better Eh eh 

Eh eh eh eh eh eh Woah 
In Wonderland 
I reached for you but you were gone 
I knew I had to go back home 
You searched the world for somethin else 
To make you feel like what we had 
And in the end in Wonderland we both went mad 
Oh 

We found Wonderland you and I got lost in it 
And we pretended it could last forever In Wonderland 
Eh eh eh eh eh 
We found Wonderland ",1
"Standing on the border you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"Days go by, I wonder if you hear me laughing like I just do care 
I know you hate my friends so tonight I called them all 
And later on you can expect some prank phone calls baby 
See Taylor Swift LiveGet tickets as low as might also like 
Your Midas touch on the Chevy door 
November flush and your flannel cure 
This dorm was once a madhouse 
I made a joke Well it made for me 
How evergreen our group of friends 
Do think we say that word again 
And soon they have the nerve to deck the ",1
"I was thinking 'bout her, thinking 'bout me with you 

And this is when the feeling sinks in 
I do wan na miss you I do wan na miss you like this 
Come back be here come back be here 
I guess you in New York today 
And I do wan na need you this way 
Come back be here come back be here 
I guess you in New York today 
I do wan na need you this way 
Come back be here 
Come back be here 
I guess you in London today 
And I ",1
"I ended up not having much to say 
She said He tried but there just some things I wo do 
And through the tears she said I could do that to you 
And he said 

I did bring you up so he could wear you down 
Take that innocent heart and turn it inside out 
I live my whole damn life to see my little girl smile 
So do let nobody take that away 
You were brought up that way 
See Taylor Swift LiveGet tickets as low as might also like 
There a whole a lot of ",1
"I think you fell off of your cloud today and here tomorrow 
In dark blue Tennessee 

In dark blue 
Voted most likely to run away with you 

And I do want you to Go I do really wan na Fight 
nobody gon na Win I think you should come home 
And I never let you Go I know this is a Fight 
That someday we gon na Win just thought you should know 
And I never let you Go I know this is a Fight 
That someday we gon na Win just thought you should know 
You ",1
"Your feet under the table with the fancy shit 
And watch you tolerate it 
If it all in my head tell me now 
Tell me I got it wrong somehow 
I know my love should be celebrated 
But you tolerate it 

I sit and watch 
I looking through your eyes 

Just as long as you mine 
I be your everything tonight 
Let me love you kiss you 
Oh baby let me miss you 
Let me see your dream about dream about 
Dream about your eyes 

Ah ah 
",1
"I want it all to appear before my eyes when he smiles the flowers everything is gone 
Yesterday I found out about you 
Even now just lookin at you feels wrong 

You say that you take it all back 
Given one chance 
It was a moment of weakness 
And you said yes 

You should said no you should gone home 
You should thought twice you let it all go 
You should known that word 
what you did with herd get back to me Get back to me 
And I should been there in the back of your mind 
",1
"Here in my mind the sky looks the same to you 
It the same to me 

So we could call it even 
You could call me babe for the weekend 
is the damn season write this down 
I stayin at my parents house 
And the road not taken looks real good now 
Time flies messy as the mud on your truck tires 
Now I missing your smile hear me out 
We could just ride around 
And the road not taken looks real good now 
And it always leads to you and my 
Champagne problems 
You ",1
"I like the way you wanted me you really should showed 
And if you never bleed you never gon na grow 
And it alright now 

But we were something do you think so 
Roaring twenties tossing pennies in the pool 
And if my wishes came true 
It would been you 
In my defense I have none 
For never leaving well enough alone 
But it would been fun 
If you would been the one 
Ooh 

I have this dream my kills me for the money 
She thinks I left them in the will ",1
"Standing on a street somewhere I don't wanna be your shrink to know that you never be happy 
And I bet you think about me in your house 
With your organic shoes and your couch 
I bet you think about me 
I bet you think about me 
I bet you think about me in your house 
With your organic shoes and your couch 
I bet you think about me 
I bet you think about me when you out 
At your cool indie music concerts every week 
I bet you think about 
And I wake up in the middle ",1
"look so sad? You feel you sneakin in 
As if you were a mythical thing 
Like you were a trophy or a champion ring 
And there was one prize I cheat to win 

The more that you say the less I know 
Wherever you stray I follow 
I begging for you to take my hand 
Wreck my plans that my man 
Hey that my man 
That my man 
Yeah that my man 
Every was a work of art 
That my man 
Hey that my man 
I begging for you to ",1
"Hey, don't write yourself off yet she the same 
And she says 


Lucky you lucky you lucky you 
See Taylor Swift LiveGet tickets as low as might also like 
A beautiful magic love there 
What a sad beautiful tragic love affair 
We had a beautiful magic love there 
What a sad beautiful tragic love affair 
We had a beautiful magic love there 
What a sad beautiful tragic love affair 

Distance timing 
Breakdown fighting 
Silence the train runs off its tracks 
Kiss me try to fix it 
Could you just ",1
"Walking downtown shuffling my feet right down the aisle 
At the house lonely good money 
I pay if you just know me 
Seemed like the right thing at the time 
See Taylor Swift LiveGet tickets as low as might also like 
So cut the headlights summer a knife 
I always waiting for you just to cut to the bone 
Devils roll the dice angels roll their eyes 
What does kill me makes me want you more 

And it new the shape of your body 
It blue the feeling I got 
And it ooh ",1
"Guess mine is not the first heart broken 
Cause that cowboy taught me how to cry 
And how to let go 
I thought there for a little while 
Every sunset Id be riding off with him 
See Taylor Swift LiveGet tickets as low as might also like 
And the hours pass by 
Now I just wan na be alone 
But your close friends always seem to know 
When there something really wrong 
So they follow me down the hall 
And there in the bathroom 
I try not to fall apart 
And the sinking feeling starts ",1
"I'm every woman this town has ever seen 
She had a marvelous time ruining everything 

They say she was seen on occasion 
Pacing the rocks staring out at the midnight sea 
And in a feud with her neighbor 
She stole his dog and dyed it key lime green 
Fifty years is a long time 
Holiday House sat quietly on that beach 
Free of women with madness their men and bad habits 
And then it was bought by me 

Who knows if I never showed up what could been 
There goes ",1
"Any day now, they're talking war path 
Lost your balance on a tightrope oh 
It never too late to get it 
I had a bad feeling 

But we were dancing 
Dancing with our hands tied hands tied 
Yeah we were dancing 
Like it was the first time first time First time first time 
Yeah we were dancing Oh 
Dancing with our hands tied hands tied 
Yeah we were dancing Knew we had our hands tied 
And I had a bad feeling 
But we were dancing 
Dancing with our hands tied hands tied ",1
"Of the kid in the crowd 
I reachin for you terrified 

you could be the one that I love mm 
And now I standin here hopin it gets to you 

How is it in London London 
Where were you while I wonderin Wonderin 
If I ever see you again 
You could be the one that I love Yeah yeah 
I could be the one that you dream of 
A message in a bottle is all I can do 
Standin her hopin it gets to you 

These days I restless 
Workdays are ",1
"When you think of all the late nights 
Lame fights over the phone 
Wake up in someone 
But 

A heart is drawn around yourname 
In someone handwriting not mine 
Sneakin out into town 
Holdin hands 

Yourpast and mineare parallel lines 
Starsall aligned and they intertwined 
And taught you 
The way you call me baby 
Treat me like a lady 
All that I can say is 

All of the girls you loved before 
But I love you more 
See Taylor Swift LiveGet tickets as low as might also like 
",1
"You turn your dial to 93.7 you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"It was painted red, the stripe was white veil occasion 
But you are not the kind of boy 
Who should be marrying the wrong girl 
I sneak in and see your friends 
And her snotty little family all dressed in pastel 
And she is yelling at a bridesmaid 
Somewhere back inside a room 
Wearin a gown shaped like a pastry 

This is surely not what you thought it would be 
I lose myself in a daydream 
Where I stand and say 

Do say yes run away now 
I meet you when you out 
",1
"What about the girl you left in Nashville, the one who still loves you? you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"No sir you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"Here you come again when nobody had to know 
You kept me like a secret but I kept you like an oath 
Sacred prayer and we swear 
To remember it all too well yeah 

Well maybe we got lost in translation maybe I asked for too much 
But maybe this thing was a masterpiece you tore it all up 
Runnin scared I was there 
I remember it all too well 
And I was never good at tellin jokes but the punch line goes 
I get older but your lovers stay my age 
From ",1
"Should have been different but you tore her apart 
Maybe this year 
Maybe this year I will give it to someone special 

Because last Christmas I gave you my heart 
But the very next day you gave it away 
This year to save me from tears 
I will give it to someone special 
See Taylor Swift LiveGet tickets as low as might also like 
You heard the rumors from Inez 
You ca believe a word she says 
Most times but this time it was true 
The worst thing that I ever did 
",1
"It wasnt just like a movie 
The rain did soak through my clothes down to my skin 
I drivin away and I I guess you could say 
This is the last time I asking you this This is the last time I let you in my door 
This is the last time I say it been you all along 
This is the last time I ever call you 
I here on the kitchen floor you call but I wo hear it 
You said No one else 
We ai getting through this one babe 
I break down every ",1
"State the obvious, I didn't get my perfect fantasy 
I realize you love yourself more than you could ever love me 
So go and tell your friends that I obsessive and crazy 
That fine you wo mind if I say 
By the way 

I should let you know all the ways you made me feel alive 
I guess it too late 
So I just get my coat and make my way into this breezy night 
Give you one last wave 
Maybe you drop what you doing and come over here to say 
I looking good 

But ",1
"The moon was as full as a hot cup of coffee tryna get to the phone 
it might be you you just never know 
Cant talk to my friends without you coming up 
Its even kind of cute the way you cuss 
I wrote your name down a hundred thousand times 
it looks so good right next to mine 
Youre the last thing I needed tonight 
See Taylor Swift LiveGet tickets as low as might also like 
My name is whatever you decide 
And I just gon na call you mine 
I insane but I your baby Your baby 
Echoes ",1
"And give her your heart, your heart wo tell no other 
And though I cant recall your face 
I still got love for you 
Pack your dolls and a sweater 
We move to India forever 
Passed down like folk songs 
The love lasts so long 

And I been meaning to tell you 
I think your house is haunted 
Your dad is always mad and that must be why 
And I think you should come live with me 
And we can be pirates 
Then you wo have to cry 
Or hide in the closet ",1
"The color of your eyes I stare into, oh baby blueSee Taylor Swift LiveGet tickets as low as $650You might also likeEmbed you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"There was a time I was on your side, but not anymore and I 
Wish you were right here right now it all good 
I wish you would 
I I I I I I wish I wish I 
I I I I I I wish I wish I 
I I I I I I wish I wish I 
I wish you 
When he says he hold me in his arms when I afraid 
And I say I love you too yeah I love you 
Oh I say I care about you yeah this ai no charade 
Then he drive me home listenin ",1
"You're you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"Got caught lip-syncing at the last show you my new shoes 
You say you love them 
baby without you 

I a stranger in an all night diner 
Waiting for a love to find her 
Lonely like a harbor light 
That never seen a boat 
Like a line in an old love letter 
No one ever wrote 

There you are 
On the street 
Just standing there waiting on me 
I show you my new shoes 
You say you love them 
baby without you 

I a stranger in an all night ",1
"I was born in a barn in Texas you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"""Now I'm gonna deal you a queen from the winning hand. Her voice is full like solid gold, with some platinum blended in. Sometimes you'll hear silver when she twists and twirls her notes... but gold is Brenda's metal in this song I wish I'd wrote. Ladies and gentlemen... Brenda Lee."" you were a better man 
We might still be in love 
If you were a better man 
A better man 

We might still be in love 
If you were a better man 
You would been the one 
If you were a better man 
But I just miss you and I just wish you were a better man 
A better man 

I know Im probably better off all alone 
Than needing a man who could change his mind 
At any given minute 
And it was always ",1
"When its bad, its like a living nightmare dressed like a daydream 

So it gon na be forever 
Or it gon na go down in flames 
You can tell me when it over Over mm 
If the high was worth the pain 
Got a long list of 
They tell you I insane Insane 
But I got a blank space baby 
And I write your 
Wildest dreams ah ha 
Wildest dreams ah ha 

I said No one has to know what we do 
His hands are in my hair his clothes are in my room ",1
"That I've been washin my hands in forever wondering if you knew 
This night is flawless do you let it go 
I wonderstruck blushing all the way home 
I spend forever wondering if you knew 
I was enchanted to meet you 
Please do be in love with someone else 
Please do have somebody waiting on you 
Please do be in love with someone else 
Please do have somebody waiting on you Ooh oh 

This night is sparkling do you let it go 
I wonderstruck Please do have somebody waiting on you Ooh oh 

This night ",1
"I let my heart decide the way your smile looks to me 
If I was scared of the world alone 
If I did know he loves me so 
If I could only find the strength to leave 
You be with me so baby 

Do you look in my eyes 
I might fall in love 
With a beautiful boy 
I wish that I could touch 
You go I hope you think of me 

And I back for the first time since then 
I standin on your street 
And there a letter left on your ",1
"then say youll remember me 
Standing in a nice dress 
Starin at the sunset babe 
Red lips and rosy cheeks 
Say you see me again 
Even if it just in your 
Wildest dreams ah ha 
Wildest dreams ah ha 

You see me in hindsight 
Tangled up with you all night 
Burnin Burnin it It down Down 
Someday when you leave me 
I bet these memories 
Follow you around 
You see me in hindsight 
Tangled up with you all night 
Burnin Burnin it It down Down 
Someday when ",1
