lyrics,label
"It was painted red, the stripe was white veil occasion 
But you are not the kind of ending you do really wan na see 
I do wan na live without you 

I ca breathe without you but I have to 
Breathe without you but I have to 

It feeling like I just lost a friend 
Hope you know this ai easy easy for me 

We ca be together right now 
Guess there no use in trying 
But if you single that honestly worse 
you so gorgeous it actually hurts Honey it hurts 
See Taylor ",1
"What about the girl you left in Nashville, the one who still loves you? you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"No sir you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"Here you come again when nobody had to know 
You kept me like a secret but I kept you like an oath 
Sacred prayer and we swear 
To remember it all too well 
Wind in my hair I was there I was there Oh 
Down the stairs I was there I was there 
Sacred prayer I was there I was there 
It was rare I was there 
It was rare you remember it 
Wind in my hair I was there 
It was rare I was there 
It was rare I was there 
",1
"Should have been different but you tore her apart 
Maybe this year I will give it to someone special 
See Taylor Swift LiveGet tickets as low as might also like 
But I knew you 
Your heartbeat on the High Line 
Once in twenty lifetimes I 

And when I got into the accident 
The sight that flashed before me was your face 
But when I walked up to the podium I think that I forgot to say your name 
Over and over 
Lost again with no surprises 
Disappointments close your eyes 
And never ",1
"It wasnt just like a movie 
The rain did soak through my clothes down to my skin 
I drivin away and I I guess you could say 
I wasnt brought up that way 

It never too late to get it 
She thinks I psycho I like to rhyme her name with things 
But sophistication is what you wear or who you know 
You can scratch it right off it how it used to be 
He spends most of his nights wishing it was how it used to be mad love 
So take a look what you ",1
"State the obvious, I didn't get my perfect fantasy 
I realize you love yourself more than you could ever love me 
So go and tell your friends that I obsessive and crazy 
That fine you wo mind if I say 
By the way my heart still breaking 
It going to take it a while to love again 
So many things that I wish you knew 
So many walls up I ca break through 

Now I standing alone in a crowded room 
And we not speaking 
And I dying to know 
Is it killing you like it killing ",1
"The moon was as full as a hot cup of coffee tryna get to the phone 
it might be you you just never know 
Cant talk to my friends talk to me 
But we are never ever ever ever getting back together 
Like ever 

I really gon na miss you bad but 
Cant call it love if you aint in it 
See Taylor Swift LiveGet tickets as low as might also like 
You know I love a London boy 
I enjoy walkin Camden Market in the afternoon 
He likes my American smile like a child when our eyes meet 
",1
"And give her your heart, your heart wo tell no other 
And though I cant recall your face 
I let you in 
Stay Hey now you say you want it back 
Now that it just too late 
Well could been easy All you had to do was Stay 
All you had to do was stay 
See Taylor Swift LiveGet tickets as low as might also like 
Ca believe the time you lost me 
Ca believe what it cost me 

I poetry 
Complicated simply stated 
Hey yeah baby how about you 
I bet you ",1
"The color of your eyes I stare into, oh baby blueSee Taylor Swift LiveGet tickets as low as $650You might also likeEmbed you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"There was a time I was on your side, but not anymore and I 
Wish you were right here right now it all good 
I wish you would 
I I I say 
What a sight what a sight when the light came on 
Proved me right proved me right when you proved them wrong 
And in this perfect weather 
It like we do remember 
The rain we thought would last forever and ever 
There you stand ten feet tall 
I will say I knew it all along 
Your eyes are wider than distance 
This life is sweeter than fiction 
",1
"You're you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"Got caught lip-syncing at the last show you my new shoes 
You say you love them 
baby without you 

I find the artifacts cried over a hat 
Cursed the space that I needed 
I trace the evidence make it make some sense 
Why the wound is still bleedin 
You were the prom queen I was on this stage 
So where that crown gotten you these days 
When it me and you and the same damn games 

So what have you got that I ai 
And what do you feel when you know it real ",1
"I was born in a barn in Texas you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"""Now I'm gonna deal you a queen from the winning hand. Her voice is full like solid gold, with some platinum blended in. Sometimes you'll hear silver when she twists and twirls her notes... but gold is Brenda's metal in this song I wish I'd wrote. Ladies and gentlemen... Brenda Lee."" you were a better man 
We might still be in love 
If you were here we laugh about their vacant stares 
But right now my time is theirs 
Seems like there always someone who disapproves 
They judge it like they know about me and you 
There is an indentation in the shape of you 
Made your mark on me golden tattoo 
Only bought this dress so you could take it off 
Take it off ha ha 
Carve your name into my bedpost 
Cause I do want you like a ",1
"When its bad, its like a living nightmare dressed like a daydream 
Walkin with his head down 
I the one who understands you 
Been here all along so why ca you see 
You belong with me 
You belong with me you belong with me 
Have you heard what becomes of curious minds 
Ooh did it all seem new and exciting 
I felt your arms twistin around me 
It all fun and games somebody loses their mind 
But darling 

We found Wonderland you and I got lost in it 
And we pretended it could last forever ",1
"That I've been washin my hands in forever wondering if you knew 
This night is sparkling do you let it go 
Just let it go let it go 
I wonderstruck dancing around all alone 
I make myself at home 
And everybody knows that everybody knows that 
Want to see you pick up your phone 
And now youve got me alone and I say 
Do look at me you got a girl at home 
And everybody knows that everybody knows that 
See Taylor Swift LiveGet tickets as low as might also like 
There a whole a lot of ",1
"I let my heart decide the way your smile looks to me 
If I told you it was just a summer thing 
I only seventeen I do know anything 
But I know I had the best day with you 
Waiting for the words 
Counting every bird 
There nothing I hate more than what I ca have and 
Guess I just stumble on home to my cats Yeugh alone 
Unless you wan na come along Oh 

You were drivin the getaway car 
We were Bonnie and Clyde 
Until I switched to the other side 
It ",1
"then say youll remember me 
Standing in a nice dress 
Starin at the sunset babe 
Red lips and rosy cheeks 
Say you see me again 
Even if it a false god 
We still worship 
We might just get away with it 
The altar is my hips 
Even if it just in your Just pretend just pretend 
Wildest dreams ah ha 
Wildest dreams ah ha Ah 
In your wildest dreams ah 
I I ca Ca speak afraid to jinx it 
I I do Do even dare to wish it 
But your ",1
